KD1,KD2,KD3,KD4,KD5,KC1,KC2,KC3,KC4,KC5,LC1,LC2,LC3,LC4,LC5,LM1,LM2,LM3,LM4,LM5,LM6,LM7,PI1,PI2,PI3,PI4,PI5,PI6,FI1,FI2,FI3,FI4,FI5,MI1,MI2,MI3,MI4,MI5,MI6,MI7,KD,KC,LC,LM,PC,FC,MC,INDUTRY,GENDER,MARRYED,EDUCATION,DUTY,AGE,CAREER,COMPANY
4,3,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,5,4,4,3,3,2,4,4,4,4,4,2,2,2,3,3,3,3,-0.212,-0.364,-0.644,-0.668,0.156,0.611,-0.964,ELECTRONIC,MALE,NO,UNIVERSITY,TECHNICIAN,24,1,16
5,4,4,4,3,4,4,4,4,4,3,3,3,3,3,2,2,2,3,2,2,2,1,2,1,2,2,3,3,3,3,3,2,3,3,2,3,1,3,2,0.177,-0.066,-0.983,-1.844,-2.077,-1.123,-1.176,ELECTRONIC,MALE,NO,UNIVERSITY,TECHNICIAN,25,2,16
5,5,5,5,5,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,2,3,3,3,2,1,2,4,4,3,3,3,4,3,2,3,1,2,2,1.905,-0.066,-0.320,-0.861,-1.389,-0.254,-1.199,ELECTRONIC,MALE,NO,UNIVERSITY,TECHNICIAN,25,1,16
4,4,4,4,4,4,4,3,4,4,3,3,4,4,3,1,3,1,4,3,2,2,3,3,3,3,3,3,4,4,3,3,3,4,3,2,2,1,3,3,0.124,-0.465,-0.385,-1.628,-0.523,-0.254,-0.984,ELECTRONIC,MALE,NO,UNIVERSITY,TECHNICIAN,26,2,16
3,3,4,4,4,4,4,3,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,1,3,3,-0.593,-0.465,0.301,-0.668,-0.523,-0.856,-0.771,ELECTRONIC,MALE,NO,UNIVERSITY,TECHNICIAN,27,1,16
4,4,4,3,4,4,4,3,3,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,4,4,3,4,3,4,-0.240,-0.868,-0.023,0.129,0.137,-0.260,0.520,ELECTRONIC,MALE,NO,UNIVERSITY,TECHNICIAN,27,1,17
4,4,4,4,4,4,4,4,5,5,3,4,5,3,4,4,5,4,4,4,4,4,4,4,5,3,3,3,5,4,4,4,4,4,4,4,4,4,4,4,0.124,0.635,0.245,0.903,0.366,0.910,0.946,ELECTRONIC,MALE,NO,UNIVERSITY,TECHNICIAN,24,2,17
4,4,4,4,4,4,4,5,5,4,3,3,4,3,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,4,3,3,4,0.124,0.737,-1.013,-1.294,-0.523,0.045,0.170,ELECTRONIC,MALE,NO,UNIVERSITY,TECHNICIAN,27,1,17
4,3,4,4,4,3,3,3,4,3,4,3,3,3,4,3,2,3,3,3,4,3,4,4,3,4,3,3,4,3,4,3,3,2,2,3,3,2,2,2,-0.212,-1.550,-0.320,-0.663,0.149,-0.252,-1.415,ELECTRONIC,MALE,NO,UNIVERSITY,TECHNICIAN,30,2,17
4,3,4,4,3,3,4,4,4,3,4,3,3,3,3,4,3,3,4,3,2,2,4,4,4,4,4,2,4,4,4,4,4,4,4,3,3,2,1,4,-0.540,-0.743,-0.644,-0.657,0.368,0.611,-0.439,ELECTRONIC,MALE,NO,UNIVERSITY,TECHNICIAN,29,7,11
5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,4,5,4,4,5,5,4,4,5,4,4,3,3,3,3,3,3,3,0.878,-0.066,0.594,1.700,1.444,0.916,-0.423,ELECTRONIC,MALE,NO,UNIVERSITY,TECHNICIAN,25,1,11
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,2,5,4,3,4,0.124,-0.066,0.594,0.119,0.798,2.078,0.998,ELECTRONIC,MALE,NO,UNIVERSITY,TECHNICIAN,31,8,11
4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,2,3,2,2,1,1,1,1,1,1,1,2,3,3,3,2,3,1,1,2,1,1,1,0.124,-0.066,-0.004,-1.662,-3.165,-1.422,-2.570,ELECTRONIC,MALE,NO,UNIVERSITY,TECHNICIAN,23,1,11
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1.905,1.822,2.172,2.100,2.118,2.078,1.891,ELECTRONIC,MALE,NO,UNIVERSITY,TECHNICIAN,26,2,11
5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,5,4,4,4,4,0.841,0.232,0.594,1.112,0.809,0.611,1.109,ELECTRONIC,MALE,YES,UNIVERSITY,TECHNICIAN,38,5,11
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.124,-0.066,0.594,0.716,0.798,0.611,0.946,ELECTRONIC,MALE,YES,UNIVERSITY,TECHNICIAN,36,10,11
4,4,4,4,5,4,5,4,4,3,3,3,4,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,3,4,3,3,3,3,4,4,0.452,0.044,-0.689,0.716,-0.523,0.344,0.194,ELECTRONIC,MALE,YES,UNIVERSITY,TECHNICIAN,33,4,11
4,4,5,4,4,4,4,4,4,3,4,4,4,2,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,5,5,4,4,4,4,3,3,3,3,3,0.497,-0.364,-0.014,-0.294,0.798,1.219,-0.046,ELECTRONIC,MALE,YES,UNIVERSITY,TECHNICIAN,33,1,11
4,3,4,4,5,4,4,4,4,4,4,5,5,4,5,5,5,4,4,4,3,3,5,5,5,5,5,4,5,5,4,5,4,4,4,5,4,4,3,3,0.117,-0.066,1.529,0.706,1.904,1.506,0.681,ELECTRONIC,MALE,YES,UNIVERSITY,TECHNICIAN,32,7,11
4,4,4,4,4,4,4,4,4,4,3,3,2,3,4,4,4,2,2,3,3,2,3,3,3,3,3,3,4,4,3,4,3,3,2,2,2,2,1,2,0.124,-0.066,-0.952,-0.900,-0.523,0.039,-1.815,ELECTRONIC,MALE,YES,UNIVERSITY,TECHNICIAN,28,3,11
4,3,4,3,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,2,3,3,4,3,3,3,3,4,3,3,3,3,3,3,-0.575,-0.364,-0.004,0.716,-0.750,-0.557,-0.234,ELECTRONIC,MALE,YES,UNIVERSITY,TECHNICIAN,40,2,13
4,4,4,4,4,5,3,4,4,4,4,4,3,3,4,4,4,3,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,0.124,-0.095,-0.004,-0.086,-0.308,-0.557,-0.423,ELECTRONIC,MALE,YES,UNIVERSITY,TECHNICIAN,33,1,14
4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,2,4,4,2,2,2,2,4,4,3,4,4,3,2,2,2,4,2,3,2,2,2,2,2,2,0.124,-0.444,0.271,-1.270,0.361,-1.737,-1.603,ELECTRONIC,MALE,YES,UNIVERSITY,TECHNICIAN,32,2,15
4,4,5,4,4,5,5,5,5,4,4,4,4,3,5,4,4,3,3,4,4,4,4,4,3,4,4,4,4,3,3,4,3,3,4,5,4,4,4,4,0.497,1.524,0.614,0.303,0.576,-0.264,0.920,ELECTRONIC,MALE,YES,UNIVERSITY,TECHNICIAN,28,1,15
4,4,5,4,4,4,4,4,4,4,5,3,4,3,5,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,0.497,-0.066,0.636,-0.668,0.798,0.611,0.171,ELECTRONIC,MALE,YES,UNIVERSITY,TECHNICIAN,38,8,11
3,3,4,3,3,2,4,3,4,4,3,3,3,4,3,3,4,3,3,4,4,3,3,3,2,3,4,3,4,3,4,5,3,4,3,4,4,3,3,3,-1.285,-1.223,-0.678,-0.077,-0.533,0.334,0.143,MEDICAL,MALE,YES,TECHNOLOGICAL_ACADEMY,MANAGER,30,10,9
5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,1.905,1.822,0.594,-0.294,0.798,-0.856,-1.792,FINANCE,FEMALE,NO,TECHNOLOGICAL_ACADEMY,OPERATOR,24,2,1
5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,3,3,1,1,1,1,1,4,4,5,4,2,3,5,3,3,3,3,3,3,3,3,3,3,3,1.905,1.822,-2.560,-2.688,0.380,-0.258,-0.423,FINANCE,FEMALE,NO,TECHNOLOGICAL_ACADEMY,OPERATOR,28,7,1
4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,1,4,1,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,0.124,-0.066,-2.560,-2.238,0.798,0.611,-0.423,FINANCE,FEMALE,NO,TECHNOLOGICAL_ACADEMY,OPERATOR,25,2,1
5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1.905,1.822,0.594,0.716,0.798,0.611,-0.423,FINANCE,FEMALE,NO,TECHNOLOGICAL_ACADEMY,OPERATOR,25,2,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,3,0.124,-0.066,0.594,-0.251,0.356,0.611,0.566,FINANCE,FEMALE,NO,TECHNOLOGICAL_ACADEMY,OPERATOR,28,4,3
4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,2,2,2,2,3,3,1,3,2,1,1,3,3,3,3,2,3,4,3,3,0.124,-0.066,0.278,-1.052,-1.393,-2.371,-0.400,FINANCE,FEMALE,NO,TECHNOLOGICAL_ACADEMY,OPERATOR,22,2,4
4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.124,-0.066,-0.004,0.716,0.798,0.611,0.946,FINANCE,FEMALE,NO,TECHNOLOGICAL_ACADEMY,OPERATOR,24,1,6
4,3,5,4,4,5,5,5,5,5,4,4,4,3,4,4,5,1,2,2,3,3,2,3,2,2,3,3,4,3,3,3,2,4,3,2,3,3,3,4,0.161,1.822,0.290,-0.938,-1.198,-0.824,-0.181,FINANCE,FEMALE,YES,TECHNOLOGICAL_ACADEMY,OPERATOR,34,9,4
4,4,5,2,2,5,5,5,5,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-0.887,1.822,-0.061,0.716,0.798,0.611,0.946,MEDICAL,FEMALE,YES,TECHNOLOGICAL_ACADEMY,OPERATOR,23,2,8
3,3,3,3,4,4,4,3,4,3,3,3,4,4,4,3,4,3,3,4,3,3,4,4,4,4,3,3,3,3,4,4,4,3,4,4,4,3,3,3,-1.329,-0.764,-0.061,-0.268,0.371,0.009,0.143,MEDICAL,FEMALE,YES,TECHNOLOGICAL_ACADEMY,OPERATOR,31,4,9
4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,2,3,3,0.124,-0.066,-0.983,0.523,-0.523,0.039,-0.610,ELECTRONIC,FEMALE,NO,TECHNOLOGICAL_ACADEMY,OPERATOR,26,3,11
4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.124,-1.953,-0.983,-0.289,-0.523,-0.856,-0.423,ELECTRONIC,FEMALE,NO,TECHNOLOGICAL_ACADEMY,OPERATOR,27,4,11
5,3,5,3,5,5,5,5,5,5,3,2,4,3,4,4,4,4,4,4,2,3,3,3,4,3,4,4,4,4,3,3,3,2,3,3,2,2,2,3,0.507,1.822,-0.682,0.140,0.126,-0.254,-1.224,ELECTRONIC,FEMALE,NO,TECHNOLOGICAL_ACADEMY,OPERATOR,27,3,12
3,4,4,3,4,4,4,3,4,5,4,3,5,4,3,5,5,4,4,3,3,4,2,4,4,3,5,4,4,3,5,5,4,5,4,3,3,5,4,4,-0.621,-0.167,0.248,0.685,0.331,0.906,0.944,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,OPERATOR,25,1,12
5,4,5,4,4,4,5,4,5,4,5,5,5,4,4,4,4,4,4,4,4,3,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,0.878,0.745,1.543,0.523,2.118,0.611,0.946,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,OPERATOR,28,3,12
5,5,5,4,4,5,5,5,4,4,4,4,5,4,5,4,4,5,4,5,5,5,3,3,4,3,4,4,3,4,4,5,4,3,5,5,5,4,4,4,1.214,1.121,1.212,1.518,0.126,0.605,1.323,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,OPERATOR,23,1,12
4,4,3,3,4,3,3,3,3,3,3,4,4,3,3,3,4,3,3,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,-0.612,-1.953,-0.372,0.116,0.144,0.009,-0.423,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,OPERATOR,26,1,17
4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,3,3,3,0.124,-0.066,-0.365,0.319,0.356,0.007,0.331,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,OPERATOR,24,1,17
5,4,5,5,5,5,5,4,4,3,3,4,4,3,3,4,5,4,3,4,4,4,4,5,5,4,4,5,4,4,4,4,3,4,3,5,4,3,3,4,1.570,0.423,-0.372,0.694,1.453,0.344,0.522,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,OPERATOR,28,1,17
4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,3,4,3,4,3,4,3,4,3,4,3,4,0.124,0.745,0.594,0.716,-0.089,-0.260,0.332,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,OPERATOR,26,2,17
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.124,-0.066,0.594,0.716,0.798,0.611,0.946,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,OPERATOR,33,1,17
4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,3,4,0.452,-0.066,0.888,0.903,1.010,0.611,0.898,ELECTRONIC,MALE,YES,TECHNOLOGICAL_ACADEMY,OPERATOR,27,2,17
4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-0.575,-0.066,0.594,0.716,0.798,0.611,0.946,ELECTRONIC,MALE,YES,TECHNOLOGICAL_ACADEMY,OPERATOR,30,7,12
3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,5,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,-0.593,-0.066,-0.327,0.549,0.357,0.611,0.334,FINANCE,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,24,2,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,0.124,-0.066,0.594,1.316,-0.308,0.344,0.946,FINANCE,FEMALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,40,15,2
4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,4,3,4,4,4,3,4,4,4,3,3,4,4,4,4,3,3,4,3,4,0.124,-0.066,0.278,-0.102,0.571,0.003,0.357,FINANCE,FEMALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,35,3,5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.124,-0.066,0.594,0.523,-0.096,0.611,0.946,FINANCE,MALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,37,11,2
4,5,4,4,4,5,5,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,0.459,1.524,0.899,0.716,0.798,0.611,0.569,FINANCE,MALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,39,12,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.124,-0.066,0.594,0.716,-0.075,-0.856,-0.423,MEDICAL,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,30,6,7
3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1.658,-1.575,-0.983,-0.668,-0.523,-0.856,-0.423,MEDICAL,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,24,3,7
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,0.124,-0.066,0.594,-0.060,0.798,0.611,-0.046,MEDICAL,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,26,5,7
3,3,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,3,4,3,3,3,3,-0.922,-0.364,-0.983,-0.255,-0.523,0.308,-0.260,MEDICAL,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,25,4,7
4,4,3,3,3,4,4,4,4,3,3,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,4,3,3,3,3,-0.941,-0.364,-1.296,-2.052,-1.844,-1.719,-0.448,MEDICAL,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,23,1,8
3,3,2,2,2,3,3,3,3,3,3,3,4,3,3,4,4,2,3,4,4,3,2,3,2,2,3,2,3,2,3,3,2,3,2,2,2,2,2,2,-2.722,-1.953,-0.689,-0.094,-1.413,-1.426,-1.603,MEDICAL,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,35,6,8
4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.124,-0.066,-0.327,-0.294,-0.523,-0.856,-0.423,MEDICAL,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,45,14,8
3,3,3,3,3,3,2,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1.658,-2.765,0.594,0.716,-0.523,-0.856,-0.423,MEDICAL,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,21,1,8
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,4,0.124,-0.066,0.594,0.324,-0.304,-0.258,-0.043,MEDICAL,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,23,1,8
4,3,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,3,4,3,2,2,2,2,2,-0.903,-0.066,0.256,-1.304,-1.844,-0.563,-1.226,MEDICAL,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,42,17,8
3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1.658,-0.364,-0.983,-2.052,-1.844,-0.856,-0.423,MEDICAL,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,25,5,9
3,3,4,3,3,4,4,4,4,4,3,3,3,3,3,3,2,2,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,-1.285,-0.066,-0.983,-2.462,-0.976,-0.856,-0.800,MEDICAL,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,27,3,9
3,3,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,3,4,4,-1.285,-0.364,0.594,0.716,0.798,0.009,0.571,MEDICAL,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,30,6,9
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,0.124,-0.066,0.594,-0.101,-0.749,-0.856,-0.046,MEDICAL,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,28,5,10
3,3,3,3,4,4,5,4,5,4,3,4,3,3,3,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,-1.329,0.745,-0.666,-2.052,-2.490,-2.927,-2.759,MEDICAL,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,26,3,10
4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,-0.568,-0.066,0.594,0.332,-0.523,0.007,-0.423,MEDICAL,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,24,3,10
