KD1,KD2,KD3,KD4,KD5,KC1,KC2,KC3,KC4,KC5,LC1,LC2,LC3,LC4,LC5,LM1,LM2,LM3,LM4,LM5,LM6,LM7,PI1,PI2,PI3,PI4,PI5,PI6,FI1,FI2,FI3,FI4,FI5,MI1,MI2,MI3,MI4,MI5,MI6,MI7,KD,KC,LC,LM,PC,FC,MC,INDUTRY,GENDER,MARRYED,EDUCATION,DUTY,AGE,CAREER,COMPANY
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,1.905,1.822,2.172,2.100,-0.082,0.611,-0.046,MEDICAL,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,22,1,8
4,4,4,5,5,5,5,4,5,4,5,4,5,4,5,5,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,0.815,1.124,1.551,1.258,1.897,1.775,1.912,MEDICAL,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,24,2,9
4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.124,-0.066,-0.983,-0.668,-0.523,-0.856,-0.423,MEDICAL,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,29,5,9
4,3,4,3,4,3,3,3,3,4,4,3,4,4,4,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,-0.575,-1.655,0.278,0.342,-0.523,-0.856,-0.586,MEDICAL,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,25,5,7
4,3,4,4,4,3,4,3,4,3,2,3,2,2,3,3,4,4,3,4,4,4,3,3,4,4,3,4,4,3,4,4,4,3,3,3,3,2,2,4,-0.212,-1.142,-1.919,0.320,0.140,0.308,-0.605,MEDICAL,FEMALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,40,5,7
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.124,-0.066,0.594,0.716,0.798,0.611,0.946,MEDICAL,FEMALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,33,10,7
4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,2,3,3,4,3,3,3,3,3,3,3,3,3,4,2,2,2,2,2,2,2,0.124,-0.364,-0.983,-0.094,-0.297,-0.589,-1.792,MEDICAL,FEMALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,30,7,7
4,3,3,2,4,4,4,4,4,3,3,3,3,3,4,3,4,3,4,3,2,2,1,3,2,2,2,2,4,4,3,3,3,4,4,2,3,2,3,3,-1.311,-0.364,-0.659,-0.657,-1.851,-0.254,-0.396,MEDICAL,FEMALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,30,7,7
4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,3,2,4,2,3,3,4,3,4,4,3,4,3,4,3,3,3,2,3,3,0.124,-0.066,-0.023,-0.282,-0.304,0.039,-0.421,MEDICAL,FEMALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,30,5,7
4,3,4,3,2,3,4,4,4,4,2,3,2,2,3,3,2,2,2,2,2,2,3,2,3,3,2,3,3,3,3,3,3,2,3,2,3,2,2,2,-1.232,-0.444,-1.919,-1.865,-0.954,-0.856,-1.390,MEDICAL,FEMALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,30,8,9
5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,1.905,1.822,1.574,0.716,2.118,2.078,0.946,MEDICAL,FEMALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,30,4,9
3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,4,4,3,4,4,4,4,-1.658,-1.953,-0.666,0.716,0.798,-1.680,0.782,MEDICAL,FEMALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,30,5,9
3,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,3,4,4,3,4,3,3,4,4,4,4,4,4,4,3,4,3,3,4,-0.593,-0.743,0.594,0.140,0.149,0.611,0.384,MEDICAL,FEMALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,34,4,9
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,2,4,4,4,4,1.905,1.822,2.172,2.100,2.118,0.611,0.619,MEDICAL,FEMALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,29,5,9
4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3,2,2,4,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,-0.240,-0.444,0.278,-1.052,-0.516,-1.416,-0.423,MEDICAL,FEMALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,35,8,10
4,3,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,4,4,4,4,4,2,2,3,4,3,3,5,4,4,4,4,4,4,4,4,4,2,3,-0.212,-0.066,-0.365,0.529,-0.742,0.910,0.306,MEDICAL,FEMALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,28,5,7
3,3,3,3,4,4,4,4,4,4,2,2,2,2,2,1,4,1,4,4,2,2,2,2,4,4,2,2,4,4,3,4,4,4,2,2,2,2,2,2,-1.329,-0.066,-2.560,-1.228,-0.947,0.306,-1.414,MEDICAL,FEMALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,35,3,9
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.124,-0.066,0.594,-0.668,-0.523,-0.856,-0.423,MEDICAL,FEMALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,30,7,9
5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,5,4,4,4,3,3,4,3,4,5,4,5,4,3,4,3,3,4,3,3,3,3,3,3,1.905,1.822,0.945,0.518,1.020,-0.252,-0.234,MEDICAL,MALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,42,8,9
4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,0.124,-0.066,-0.320,0.119,0.144,0.611,-0.046,ELECTRONIC,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,25,8,11
4,4,4,4,2,5,5,5,5,4,3,4,4,3,3,4,4,4,3,4,2,4,2,3,3,3,3,3,3,3,3,3,3,2,3,1,3,1,3,3,-0.533,1.524,-0.372,0.124,-0.749,-0.856,-1.312,ELECTRONIC,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,25,2,11
4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,3,4,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,0.124,-0.066,-0.327,0.529,-0.304,-0.553,-0.260,ELECTRONIC,FEMALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,24,2,11
4,3,4,4,3,4,4,4,4,3,3,3,3,3,3,2,3,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-0.540,-0.364,-0.983,-2.070,-0.523,-0.856,-0.423,ELECTRONIC,FEMALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,27,4,11
5,5,5,4,4,4,4,5,5,4,4,4,4,3,4,5,4,4,4,4,3,2,4,4,4,5,3,4,3,4,3,4,4,4,2,3,3,3,3,3,1.214,0.737,0.290,0.326,0.812,0.007,-0.423,ELECTRONIC,FEMALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,36,9,11
4,3,4,4,4,3,5,4,4,4,3,4,3,4,3,5,3,5,4,4,2,3,4,2,4,4,4,4,4,4,3,3,4,4,2,5,4,2,2,3,-0.212,-0.036,-0.362,0.345,0.359,0.013,-0.281,ELECTRONIC,FEMALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,36,9,11
4,2,4,2,2,3,4,2,4,4,2,2,2,3,4,3,4,3,4,4,2,2,2,2,2,2,2,2,4,4,4,4,2,2,2,2,2,2,2,2,-1.931,-1.244,-1.608,-0.444,-1.844,0.076,-1.792,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,29,4,11
4,5,3,3,3,5,5,5,5,5,3,3,3,3,4,5,3,5,3,5,5,3,3,3,3,3,3,3,4,4,3,5,3,3,5,3,3,1,3,3,-0.605,1.822,-0.659,0.925,-0.523,0.332,-0.419,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,26,4,11
4,3,3,3,4,4,4,4,4,4,3,2,3,3,4,4,4,4,4,2,3,2,4,4,3,3,3,3,4,4,3,4,3,2,2,2,2,2,2,3,-0.948,-0.066,-0.975,-0.287,-0.078,0.039,-1.576,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,28,9,11
4,4,4,4,4,3,4,3,3,5,4,3,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.124,-0.949,0.571,-0.668,-0.523,-0.856,-0.423,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,28,4,12
4,3,3,3,3,4,3,4,4,3,4,3,3,3,3,3,5,4,3,4,4,4,3,5,3,3,5,3,3,4,3,4,3,2,2,5,3,3,3,3,-1.276,-0.772,-0.644,0.507,0.339,-0.260,-0.474,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,29,5,12
4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,1,4,3,3,3,3,3,2,2,3,3,3,5,4,4,4,2,3,3,3,2,2,2,2,2,0.124,-0.364,-1.307,-0.856,-0.539,-0.242,-1.415,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,29,2,14
4,4,5,4,5,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,0.825,-0.066,0.290,-0.294,-0.523,-0.856,0.757,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,28,1,17
4,4,3,3,4,4,3,4,4,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,3,3,3,4,4,3,4,3,3,3,4,4,3,3,3,3,-0.612,-0.474,-0.644,0.512,0.137,-0.252,-0.071,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,26,1,17
5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,4,4,4,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1.905,1.822,1.212,1.100,1.670,2.078,2.315,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,26,1,17
4,4,4,4,4,4,5,4,5,5,4,4,3,3,4,4,4,3,3,3,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,3,0.124,1.044,-0.004,-0.294,0.366,0.611,0.329,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,24,1,17
5,5,4,4,5,5,4,5,5,5,4,4,4,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,1.169,1.414,0.290,-0.855,-0.523,0.611,-0.234,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,25,1,17
5,5,5,5,5,5,5,4,5,5,4,3,3,3,3,3,5,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,3,1.905,1.422,-0.644,0.715,0.798,0.344,0.168,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,29,1,17
3,3,4,3,3,4,4,4,4,4,3,4,3,3,4,3,3,3,3,3,3,3,4,4,3,4,3,3,4,4,4,4,4,3,3,3,3,3,3,3,-1.285,-0.066,-0.342,-0.668,0.149,0.611,-0.423,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,24,1,17
4,3,3,3,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,3,2,3,4,4,3,3,3,4,4,3,3,4,3,2,2,3,3,3,3,3,-0.948,-0.364,-0.327,-0.073,0.137,-0.264,-0.800,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,27,2,17
4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,0.124,-0.066,0.278,0.716,1.017,0.611,-0.260,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,25,2,17
5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,4,4,3,4,3,3,2,4,3,3,3,3,3,4,4,4,4,3,4,4,3,4,4,3,4,1.905,1.822,-0.034,-0.278,-0.297,0.344,0.571,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,26,1,17
4,4,4,3,3,4,4,4,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,4,4,4,5,5,-0.568,0.232,1.563,2.100,2.118,1.476,1.374,ELECTRONIC,MALE,NO,TECHNOLOGICAL_ACADEMY,TECHNICIAN,26,1,17
3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,-1.658,-1.575,-0.689,-1.459,-0.523,-0.856,0.118,ELECTRONIC,MALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,28,3,11
3,4,3,3,4,4,4,3,3,4,4,5,3,3,4,3,3,2,3,3,3,4,3,4,4,3,3,2,5,4,4,5,4,4,2,2,3,3,2,2,-0.994,-0.868,0.313,-0.680,-0.297,1.203,-1.014,ELECTRONIC,MALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,38,14,11
4,3,4,3,4,3,4,3,4,4,3,3,4,3,4,4,5,5,5,3,4,4,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,4,2,2,-0.575,-0.844,-0.365,1.103,-0.523,-1.123,-1.042,ELECTRONIC,MALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,30,1,12
4,3,3,3,4,3,4,4,4,4,5,4,4,4,5,5,5,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,-0.948,-0.444,1.257,1.090,-0.075,0.076,0.946,ELECTRONIC,MALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,45,10,13
4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,4,4,4,3,4,3,4,4,3,3,3,3,3,0.124,-0.066,-0.327,-0.476,0.137,0.039,-0.046,ELECTRONIC,MALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,33,2,13
4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.124,-0.066,-0.666,-0.277,-0.304,-0.856,-0.423,ELECTRONIC,MALE,YES,TECHNOLOGICAL_ACADEMY,TECHNICIAN,32,1,14
5,4,5,5,5,5,5,5,5,4,3,3,3,3,3,4,5,3,2,5,2,2,4,4,4,3,3,4,3,3,3,3,3,3,4,2,3,2,2,3,1.570,1.524,-0.983,-0.275,0.359,-0.856,-0.796,FINANCE,FEMALE,NO,TECHNOLOGICAL_ACADEMY,AGENT,27,7,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,-1.658,-1.953,-0.983,-2.052,0.798,0.611,-0.423,FINANCE,FEMALE,NO,TECHNOLOGICAL_ACADEMY,AGENT,23,1,1
4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,3,3,3,3,3,3,3,5,5,5,4,2,3,3,3,3,3,3,3,3,3,3,3,4,3,0.124,-0.066,-2.236,-0.668,0.826,-0.856,-0.211,FINANCE,FEMALE,NO,TECHNOLOGICAL_ACADEMY,AGENT,26,4,1
4,4,4,4,3,4,4,5,4,3,4,4,3,4,4,5,5,4,5,4,4,4,3,3,2,2,2,2,4,4,4,4,4,4,4,3,4,4,3,4,-0.205,0.036,0.301,1.298,-1.398,0.611,0.571,FINANCE,FEMALE,YES,TECHNOLOGICAL_ACADEMY,AGENT,35,9,2
4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,4,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,0.124,-0.066,-0.983,0.123,-1.844,-2.323,-0.423,FINANCE,FEMALE,YES,TECHNOLOGICAL_ACADEMY,AGENT,28,6,4
4,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,2,3,2,1,1,2,3,3,2,2,3,3,4,4,2,3,3,3,-1.276,-0.444,0.256,0.090,-2.063,-1.454,-0.285,FINANCE,MALE,YES,TECHNOLOGICAL_ACADEMY,AGENT,28,4,4
4,4,4,4,4,4,5,4,4,4,3,4,3,4,3,3,4,4,5,4,3,3,3,3,4,3,3,2,2,2,2,4,4,3,4,4,4,3,3,3,0.124,0.342,-0.362,0.353,-0.516,-1.203,0.143,ELECTRONIC,FEMALE,NO,TECHNOLOGICAL_ACADEMY,AGENT,30,3,12
3,3,3,3,5,3,4,3,3,4,3,3,3,3,3,3,4,3,3,4,4,3,3,2,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,-1.001,-1.247,-0.983,-0.077,-0.742,-0.563,-0.260,ELECTRONIC,FEMALE,YES,TECHNOLOGICAL_ACADEMY,AGENT,30,2,12
2,2,4,4,3,3,4,4,4,3,2,2,2,2,3,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,1,2,1,-1.638,-0.743,-2.236,-0.053,-1.844,-2.323,-1.629,FINANCE,MALE,YES,GRADUATED_SCHOOL,TECHNICIAN,30,3,1
5,4,5,5,5,5,5,4,4,5,4,4,4,5,4,4,4,4,4,4,5,4,3,3,4,3,3,3,3,4,3,4,4,4,4,3,4,4,4,4,1.570,1.019,0.899,0.908,-0.301,0.007,0.782,MEDICAL,MALE,YES,GRADUATED_SCHOOL,TECHNICIAN,34,8,9
4,5,3,4,4,5,4,4,4,4,4,4,4,3,4,3,4,3,4,3,3,2,4,4,3,4,4,2,4,4,4,5,3,4,4,4,4,4,4,4,0.087,0.313,0.290,-0.466,0.146,0.637,0.946,ELECTRONIC,FEMALE,NO,GRADUATED_SCHOOL,TECHNICIAN,26,1,15
4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,2,3,2,3,3,4,4,4,4,4,5,5,5,5,5,4,3,1,3,2,2,1,0.124,-0.066,-0.983,-0.864,0.571,2.078,-1.392,ELECTRONIC,FEMALE,NO,GRADUATED_SCHOOL,TECHNICIAN,29,2,11
4,4,4,3,4,4,4,4,4,4,3,3,4,3,3,3,4,4,3,3,3,2,2,2,1,2,3,3,2,2,3,3,2,2,3,2,2,3,3,2,-0.240,-0.066,-0.689,-0.470,-1.639,-1.725,-1.205,ELECTRONIC,MALE,NO,GRADUATED_SCHOOL,TECHNICIAN,27,2,14
4,4,4,4,4,3,4,3,3,4,4,3,2,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,3,4,0.124,-1.247,-0.310,0.529,0.585,0.318,0.546,ELECTRONIC,MALE,NO,GRADUATED_SCHOOL,TECHNICIAN,35,1,15
4,4,5,4,4,4,5,5,4,4,4,4,4,5,4,5,4,4,4,4,5,4,4,5,3,4,4,4,3,4,4,3,5,4,4,3,4,5,4,4,0.497,0.742,0.899,1.095,0.795,0.286,0.969,ELECTRONIC,MALE,NO,GRADUATED_SCHOOL,TECHNICIAN,30,1,11
5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,5,5,5,5,5,1.577,1.422,2.172,2.100,1.892,1.773,2.126,ELECTRONIC,MALE,NO,GRADUATED_SCHOOL,TECHNICIAN,30,1,15
4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,3,3,2,3,3,2,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,3,0.124,-0.364,-0.983,-0.673,-0.742,-0.563,0.116,ELECTRONIC,MALE,YES,GRADUATED_SCHOOL,TECHNICIAN,34,2,11
4,4,4,4,5,5,5,5,5,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,5,4,5,2,5,5,4,5,5,3,5,5,4,3,3,4,0.452,1.822,1.516,0.716,0.802,1.773,0.711,FINANCE,FEMALE,YES,GRADUATED_SCHOOL,AGENT,31,6,5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,3,3,3,4,4,4,4,5,3,4,4,4,4,5,4,4,0.124,-0.066,0.594,2.100,0.137,0.637,1.132,FINANCE,MALE,NO,GRADUATED_SCHOOL,AGENT,26,1,2
3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1.993,-1.953,-0.983,-0.860,-1.844,-0.856,-0.423,FINANCE,MALE,YES,GRADUATED_SCHOOL,AGENT,35,3,1
5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.905,1.822,-0.983,0.716,-0.523,-0.856,-0.423,FINANCE,MALE,YES,GRADUATED_SCHOOL,AGENT,36,10,6
